account_name,website_link,address,phone_number,extra_phone,email_address,social_media_links,description,validation_passed,Record Id
Mlab Holdings,https://www.dnb.com/business-directory/company-profiles.mlab_holdings_pte_ltd.1c7f560e6cff9a2c85ecef22c8c7375e.html,Not found,+65 6270 6808,Not found,info@leisuregoodsocmpany.com,"https://www.facebook.com/mlabholdings/, https://www.instagram.com/mlabholdings/, https://m.facebook.com/mlabholdings/mentions/","Mlab Holdings Pte Ltd. 2028 likes. MLAB, aka Multi-Label is a boutique size company that manufactures, license and distributes apparels and accessories...",Unknown,zcrm_3877682000000437569
Modern Link,https://modern-link.com/contact/,152 Paya Lebar Road,+65 6289 6515,Not found,info@modern-link.com,https://sg.linkedin.com/company/modern-link-pte-ltd,Not found,Revalidated,zcrm_3877682000000437570
Mojito DME,https://www.sgpbusiness.com/company/Mojito-Dme-Pte-Ltd,69 Ubi Road 1 #08-22/23 Oxley Bizhub Singapore 408731,+65 8962 4042,Not found,Not found,Not found,UEN 202019180K; Company Name MOJITO INFORMATION TECHNOLOGY PTE. LTD. · Date Incorporation 7 July 2020 (Tuesday); Operating Status Struck Off as ...,Forced CSV fallback,zcrm_3877682000000437571
Moms 2 Moms,https://www.mom.gov.sg/contact-us,"152 Paya Lebar Road, #04-03 Citipoint",6438 5122,Not found,mom_wpd@mom.gov.sg,"https://m.facebook.com/sgministryofmanpower/photos/help-is-just-a-call-away-call-moms-helpline-at-1800-339-5505-if-you-are-facing-w/938281041737251/, https://www.facebook.com/photo.php?fbid=938281041737251&id=100066660904280&set=p.938281041737251",Not found,Forced CSV fallback,zcrm_3877682000000437572
Montessori Essentials,https://www.montessentials.com/contact-us,831 Jurong West St 81,+65 97672487,Not found,montessentials@hotmail.com,"https://sg.linkedin.com/company/montessori-essentials, https://www.facebook.com/montessentials/, https://www.instagram.com/montessori.essentials/?hl=en",Our Mission: Playing is Learning. GRAB a FREE GIFT when you Purchase a package with us!! Find us at Westgate Shopping Mall Level 4-K5.,Forced CSV fallback,zcrm_3877682000000437573
Mothercare,https://www.mothercare.com.sg/contact-us?srsltid=AfmBOorWkIq9Kdi8SXTI_PJY-B159DS-u_SSJxJU5yutHQpOunY-Sg9o,"601 Sims Drive, Pan-I Complex",+65 66929680,Not found,sparklecleanbaby@gmail.com,https://www.facebook.com/mothercaresg/,Not found,Forced CSV fallback,zcrm_3877682000000437574
Mothers Work Pte Ltd,https://motherswork.com.sg/pages/contactus?srsltid=AfmBOoqJTIDgqF_4iTYQ06XzVmfENP5xkI76Zs1nM9by8oxz9Vg88YKy,Blk 8 Lorong Bakar Batu #05-12,+65 6846 1835,"+65 64431898, +65-66929680, +65 92987301",Info@motherswork.com.sg,https://sg.linkedin.com/company/mothers-work-pte-ltd,Not found,Forced CSV fallback,zcrm_3877682000000437575
Mummamia Confinement,https://www.cordlife.com/sg/merchant-offers/mummamia-confinement,"190 Woodlands Industrial Park E5, #04-11 Woodlands Bizhub",+65 8382 3238,Not found,willis.jap@mummamia.sg,"https://sg.linkedin.com/in/lynn-chua-147a465a, https://www.facebook.com/MummamiaSG/",Mummamia Confinement. 4434 likes. New ERA of Confinement. Traditional Confinement is made easy with the help of our products. www.mumm.,CSV fallback,zcrm_3877682000000437576
Mummykidz,https://www.mummysmarket.com.sg/onlinebabyfair/brand/mummykidz,8A BOON TIONG ROAD,Not found,Not found,support@babyland.com.sg,"https://sg.linkedin.com/in/bernard-pang-68b20aa, https://www.facebook.com/mummykidz.sg/, https://m.facebook.com/mummykidz.sg/mentions/",We are at mummys market 5-7apr at expo Hall 5. Look for us at booth A39 at the back of the hall near fairprice Xtra.,Similarity 0.80,zcrm_3877682000000437577
Mumsfairy,https://mumsfairy.com/,"2023 Bukit Batok Street 23, #04-110 Bukit Batok Industrial Park A,",6347 6641,Not found,contact@efusiontech.com,https://www.facebook.com/mumsfairy/,"Mumsfairy, run by an IBCLC, offers home consultations, self-help videos, and articles to empower mothers in breastfeeding.",Forced CSV fallback,zcrm_3877682000000437578
The Music Scientist,https://www.themusicscientist.com/contact-us/,1187 Upper Serangoon Road #02-16 The Midtown,6909 6350,Not found,admin@themusicscientist.com,"https://www.facebook.com/themusicscientist/, https://sg.linkedin.com/company/themusicscientist","Meet Teacher Jeline, the passionate educator behind The Music Scientist. With her boundless creativity and love for teaching, she creates a delightful learning ...",Forced CSV fallback,zcrm_3877682000000437580
MVCI Asia Pacific,https://www.vacationclubap.com/contactus.jsp,75 Bukit Timah Road #02-03 Boon Siew Building,+65 6261 6036,+66 76397140,Not found,Not found,Check current updates for resort properties. We are committed to providing you with an environment that aligns with expert protocols for cleanliness and safety.,Forced CSV fallback,zcrm_3877682000000437581
My Chill Kitchenette,https://www.sgpbusiness.com/company/My-Chill-Kitchenette-Pte-Ltd,664A PUNGGOL DRIVE,8725 6380,Not found,Not found,"https://www.facebook.com/mychillkitchenette/, https://www.instagram.com/mychillkitchenette/?hl=en",Missing: 664A Punggol #16-202,Revalidated,zcrm_3877682000000437582
My Digital Lock,https://www.mydigitallock.com.sg/contact/,2 Yishun Industrial Street,90677990,+65 97955757,Not found,"https://www.facebook.com/story.php?story_fbid=445854557045769&id=103580207939874, https://twitter.com/mydigitallock1, https://www.facebook.com/mdl.northpointbizhub/",Not found,Revalidated,zcrm_3877682000000437583
My First Shoots,https://www.streetdirectory.com/sg/sembawang-hills-estate/34-nemesu-avenue-576266/7737_103592.html,34 Nemesu Avenue,Not found,Not found,Not found,Not found,Those were the days when many waited anxiously for their buses that did not come on time. Some ran after the departing buses. The rest were walking briskly.,Revalidated,zcrm_3877682000000437584
My Miracle Baby,https://www.streetdirectory.com/mymiraclebaby/,"80 Genting Lane, #09-06 Ruby Industrial Complex",6285 7066,6568411186,info@sjsm.org.sg,"https://www.facebook.com/MyMiracleBaby/, https://www.instagram.com/explore/locations/606678068/my-miracle-baby/, https://www.instagram.com/mymiraclebabysg/",Every baby is a miracle #mymiraclebabysg · www.mymiraclebaby.com.sg.,Forced CSV fallback,zcrm_3877682000000437585
My Precious Diary Photography,https://www.mypreciousdiary.com/contactus/,Not found,+65 9067 4321,Not found,hellopreciousdiary@gmail.com,"https://www.instagram.com/p/CxNJkznLZk5/, https://www.instagram.com/mypreciousdiaryphotography/?hl=en","My Precious Dairy offers professional photography & videography services for newborns, families, birthday parties and maternity photoshoots. My Precious Dairy ...",Unknown,zcrm_3877682000000437586
My Soho House,https://www.sohohouse.com/contact,nan,Not found,Not found,Not found,https://www.instagram.com/p/C2_km-RIRb4/?hl=en,"Our Soho Support team is available to answer any queries seven days a week: Opening hours(GMT). Monday to Friday : 8am to 8pm. Saturday, Sunday and public ...",Forced CSV fallback,zcrm_3877682000000437587
My Summer Baby,https://opengovsg.com/corporate/53370966X,31 Woodlands Close #07-34 Woodlands Horizon,+65 8123 6577,Not found,contactus@dearbaby.com.sg,https://www.facebook.com/MySummerBaby/,Not found,Forced CSV fallback,zcrm_3877682000000437588
Nachuraru,https://www.sgpbusiness.com/company/Nachuraru-Pte-Ltd,73 Ubi Road 1 #09-56 Oxley Bizhub Lobby 5,+65 88080029,Not found,info@nachuraru.com.sg,"https://m.facebook.com/nachuraruSG/mentions/, https://www.facebook.com/nachuraruSG/, https://www.instagram.com/nachurarusg/, https://www.facebook.com/ampsg.tv/videos/nachuraru-serenity-car-seat-nachuraru-pte-ltd/212849263074926/, https://www.facebook.com/nachuraruSG/videos/spot-nachurarus-products-and-post-it-on-our-social-media/393502495809613/?locale=zh_CN, https://www.facebook.com/nachuraruSG/videos/simplified-demo-avalon-classic-pardon-our-model-as-it-was-a-request-by-customer-/577957399697516/, https://m.facebook.com/nachuraruSG/videos/avalon-classic-all-in-one-by-nachuraru-singapore/563110051352313/",Not found,Forced CSV fallback,zcrm_3877682000000437589
Nano Hair Growth Clinic,https://nanoscalpcareclinic.com/,180 Kitchener Road #09-09 City Square Mall,64840103,+65 87591206,Not found,"https://sg.linkedin.com/company/nanohairgrowthclinic, https://www.facebook.com/nanohairgrowth/, https://www.facebook.com/nanohairgrowth/videos/real-hair-growth-is-possible-nowvisit-our-clinic-and-start-your-hair-growth-jour/456633578168669/","Our company provides effective, science-backed solutions for hair growth and scalp health. We are committed to offering treatments that deliver real results ...",Forced CSV fallback,zcrm_3877682000000437590
Nanotronic,https://pitchbook.com/profiles/company/820375-66,517 SERANGOON NORTH AVENUE,+65 63762107,+65 63764439,info@pitchbook.com,Not found,"At Nanotronics we provide customized solutions for automated optical inspection, process control, and security. Learn more about what we can do for you.",Similarity 0.83,zcrm_3877682000000437591
Nature One Diary (Singapore) Pte Ltd,https://natureonedairy.com/contact-us/,10 Anson Road International Plaza #29-13,+65 6447 0833,Not found,Not found,"https://sg.linkedin.com/company/nature-one-dairy, https://www.facebook.com/natureonedairysg/, https://www.instagram.com/natureonedairysingapore/?hl=en",Not found,Forced CSV fallback,zcrm_3877682000000437592
Nature World Trading,https://sgpgrid.com/company-details/nature-world-trading,"21 Woodlands Close, #05-31 Primz Bizhub",+65 6774 6354,Not found,info@natureintl.com,Not found,Not found,Forced CSV fallback,zcrm_3877682000000437593
Neo Garden Catering,https://www.neogarden.com.sg/help/contact/,1 Enterprise Road,68967757,Not found,enquiry@neogarden.com.sg,"https://www.instagram.com/neogardencatering/, https://www.facebook.com/NeoGardenCatering/",Not found,Forced CSV fallback,zcrm_3877682000000437594
Neosys Documail,https://neosys.com.sg/contact-us,66 Kallang Pudding Road #06-03 Hor Ken Business Centre,63459822,"+65 63459022, +65 63459822",Not found,Not found,Not found,Forced CSV fallback,zcrm_3877682000000437595
NEXROBO,https://search.therobotreport.com/listings/next-gen-robots-nexrobo-sg/,"336 Smith Street #06-309, New Bridge Centre",Not found,Not found,sales@nexrobo.com,Not found,"Our operations include a state-of-the-art private learning establishment – Nullspace Centre for Robotics Learning (C4RL), located at Rochester Mall, Siglap and ...",CSV fallback,zcrm_3877682000000437597
Nila,https://nilasingapore.com/contact-us/,"24 Sin Ming Lane #05-103, Midview City",+65 64387822,Not found,228208enquiry@nilasingapore.com,https://www.facebook.com/TeamNila/,Not found,Forced CSV fallback,zcrm_3877682000000437598
Nostra Manpower,https://nostramanpower.com/contact.php,Blk 102 Yishun Ave 5 #04-113,63920292,Not found,enquirewnostra@outlook.com,https://www.facebook.com/nostramanpower/,Not found,Forced CSV fallback,zcrm_3877682000000437599
Not A Candy Store,https://recordowl.com/company/not-a-candy-store,57 UBI AVENUE,8817 7671,Not found,thecandystoresg@gmail.com,https://www.instagram.com/thecandystoresg/?hl=en,Not found,Similarity 0.93,zcrm_3877682000000437600
National Trades Union Congress,https://www.ntuc.org.sg/uportal/help-centre/contact-us,One Marina Boulevard #10-01 One Marina Boulevard,+65 62138008,Not found,ntwu@ntuc.org.sg,"https://sg.linkedin.com/company/ntuc, https://www.facebook.com/NTUCSingapore/",Reach us at 6213 8008 from Monday to Friday (9am to 5.30pm) and Saturday (9am to 12.30pm).,Forced CSV fallback,zcrm_3877682000000437601
OC Group,https://recordowl.com/company/oc-group-pte-ltd,33 JALAN LIMAU KAST,Not found,Not found,Not found,Not found,Not found,Revalidated,zcrm_3877682000000437602
Ocean Clean,https://www.sgpbusiness.com/company/Ocean-Clean-Singapore-Pte-Ltd,"11 Woodlands Close, #03-32 Woodlands 11",+65 63343309,Not found,ask@publichygienecouncil.sg,"https://www.facebook.com/oceancleaningsolutions/, https://www.facebook.com/DustmiteHunter/",Not found,Forced CSV fallback,zcrm_3877682000000437603
Oceano Kidz Trading,https://oceanokidz.com/,11 Tai Seng Drive,+65 8297 9177,Not found,Not found,Not found,"FedEx locker locations include Parcel Santa at Marina Bay, bluPort at Marina Bay Link Mall, and bluPort at CityLink Mall, among others.",Revalidated,zcrm_3877682000000437604
Ollilie,https://itsollie.com/contact-us/?srsltid=AfmBOoo3Z0F18axxNCopatodwfZ1Oy8C22P4gYLd7CZr_q8a84UmZMJS,99 Jervois Road #03-07 Casa Jervois,+65 9453 9600,Not found,Not found,"https://www.facebook.com/OllieKitchenandbar/, https://sg.linkedin.com/in/oliverehwood",Not found,Forced CSV fallback,zcrm_3877682000000437606
Onwards Paper Products,https://www.onwardstissue.com/contact-us,"27 Woodlands Industrial Park E1, #01-12 Hiangxie Industrial Building Iv",6562696218,Not found,enquiry@fudak.com,https://www.facebook.com/onwardssingapore/,Not found,Forced CSV fallback,zcrm_3877682000000437608
Optimo Foods,https://www.optimofoods.com/,"301 Boon Keng Road, #08-03 Extra Space",+65 62950973,Not found,orders@optimofoods.com,"https://sg.linkedin.com/company/optimo-foods-pte-ltd, https://www.facebook.com/OptimoFoodsSG/",Optimo Foods Pte Ltd was established in March 2016 to deliver better-for-you and free-from products. We are committed to products that improve the nutrition ...,Forced CSV fallback,zcrm_3877682000000437609
Orient Europharma Pte Ltd,https://www.oepgroup.com/en-SG/about/region,37 Jalan Pemimpin #03-12/13 Mapex,-15094,-63395207,Not found,https://sg.linkedin.com/company/oep-singapore,Not found,CSV fallback,zcrm_3877682000000437610
OurOne&Only,https://ouronenonly.com.sg/contact-us/,138 PASIR RIS STREET,Not found,Not found,Not found,Not found,"Missing: 138 Pasir Ris 11, #10-203",Revalidated,zcrm_3877682000000437611
PacificLight Energy,https://www.pacificlight.com.sg/contact-us/info,8 Jurong Town Hall Road #12-01/06 The Jtc Summit,+65 6266 1188,+65 66035959,care@pacificlight.com.sg,Not found,PacificLight is an electricity power generator and retailer committed to helping their customers effectively and simply manage their energy needs.,Forced CSV fallback,zcrm_3877682000000437612
Padrino Global Solutions,https://recordowl.com/company/padrino-global-solutions-pte-ltd,196 Pandan Loop Pantech Business Hub,+65 6266 1526,Not found,Not found,https://sg.linkedin.com/in/elynn-kwek-7504317a,"The registered street name and Postal Code is SIN MING LANE, 573969. The current entity status is Live Company. UEN: 201622785M. Entity ...",Forced CSV fallback,zcrm_3877682000000437613
Palmax,https://openinghours-sg.com/0156128/Palmax_A_Division_of_Shears_Pte._Ltd,15 Yishun Industrial Street,+65 6250 0281,Not found,sales@shears.com.sg,"https://www.facebook.com/sgmlcs/videos/my-office-location-15-yishun-industrial-street-1-win-5-building-01-08-singapore-/1916097972022810/, https://www.facebook.com/www.faceshears.com.sg/about/",Missing: Palmax #08-01,Revalidated,zcrm_3877682000000437614
Pantern,https://www.fullertonhotels.com/fullerton-bay-hotel-singapore/dining/restaurants-and-bars/lantern,Not found,+65 6877 8911,Not found,lantern@fullertonbayhotel.com,Not found,"Registered Office: Broadfield Park, Crawley RH11 9RT. Registered in England No. 2883992. VAT No. 644 3073 52. Website Terms | Privacy Notice | Cookie Statement ...",Unknown,zcrm_3877682000000437615
PEM Confinement Nanny Agency,https://pemconfinement.com/enquire-now/,"7 Gambas Crescent, #09-09, Ark@Gambas,",+65 6293 9249,Not found,sales@pemconfinement.com,"https://www.facebook.com/PEMConfinementNanny/, https://www.instagram.com/pemconfinementnanny/?hl=en",Not found,CSV fallback,zcrm_3877682000000437616
Pepper Dreams,https://pepperdreams.sg/,4012 Ang Mo Kio Ave 10 #02-03 Techplace 1,+65 6900 0786,Not found,enquiry@pepperdreams.sg,"https://sg.linkedin.com/in/jack-ng-745a7345, https://www.facebook.com/pepperdreams/",Not found,Forced CSV fallback,zcrm_3877682000000437617
Petite Hearts International,https://listing.yellowpages.com.sg/listing/petite-hearts-international-pte-ltd/,21 Woodlands Close,+65 6862 3777,Not found,Not found,Not found,"This journal includes general information, national and international applications, collective marks, withdrawn applications, amended ...",Revalidated,zcrm_3877682000000437618
Pets Boutique,https://www.petsboutiqueonline.com/store-locator?srsltid=AfmBOoouswI14y3LvTM-KTvi39rFvTo0f1cZbbgdPsbGod7PrXnnyKaq,3 Geylang East Ave 1 #15-13 Central Grove,8129 8100,Not found,Not found,"https://www.facebook.com/p/Pets-Cookies-Boutique-61551060950768/, https://www.instagram.com/petsboutique/?hl=en, https://www.instagram.com/petscookiesboutique46/, https://www.facebook.com/photo.php?fbid=332002125316558&id=103024051547701&set=a.104316981418408","Petsboutique is premium dog & cat online pet shop that carries on harness, apparels, cape collars, supplements, sanitizing, air-dried natural snack in ...",Forced CSV fallback,zcrm_3877682000000437619
,,,,,,,,,zcrm_3877682000000437620
,,,,,,,,,zcrm_3877682000000437621
,,,,,,,,,zcrm_3877682000000437622
,,,,,,,,,zcrm_3877682000000437623
,,,,,,,,,zcrm_3877682000000437624
,,,,,,,,,zcrm_3877682000000437625
,,,,,,,,,zcrm_3877682000000437626
,,,,,,,,,zcrm_3877682000000437627
,,,,,,,,,zcrm_3877682000000437628
,,,,,,,,,zcrm_3877682000000437629
,,,,,,,,,zcrm_3877682000000437630
,,,,,,,,,zcrm_3877682000000437631
,,,,,,,,,zcrm_3877682000000437632
,,,,,,,,,zcrm_3877682000000437633
